sample	store_s	inc_s	scratch_s	body_dirty	callers	total_dirty	inc_seg	scr_seg	status
pr-1050	8	2	5	3	2	5	0s 85ms	3s 874ms	ok
pr-1074	8	2	6	4	3	7	0s 215ms	3s 846ms	ok
pr-1110	8	1	6	2	1	3	0s 231ms	3s 845ms	ok
pr-1215	8	2	5	0	0	0	0s 78ms	3s 841ms	ok
pr-1233	8	2	5	0	0	0	0s 85ms	3s 868ms	ok
